person_age,gender,marital_status,income,no.of_dependents,person_emp_length,employment_stability,person_home_ownership,home_value,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,assets_worth,debt-asset_ratio,debt-income_ratio,tax,no.of _credit _cards,creditcard_usage%,cb_person_default_on_file,c_ length,defaulted_90d,defaulted_180d,defaulted_365d
30,Male,Married,72000,4,12,3,RENT,-,EDUCATION,A,12400,,0,8220935,0.15%,17.00%,10,3,6,N,5,Non-def,Non-def,Non-def
31,Male,Married,90000,6,11,3,MORTGAGE,6882390,EDUCATION,A,12000,6.92,0,3143137,0.38%,13.00%,15,3,50,N,5,Non-def,Non-def,Non-def
27,Male,Married,35000,1,11,3,RENT,-,MEDICAL,D,12500,15.65,1,5435338,0.23%,36.00%,7,2,19,Y,8,Y,Y,Y
28,Male,Married,35000,3,2,2,RENT,-,EDUCATION,C,12500,,1,4996543,0.25%,36.00%,7,2,0,N,10,Non-def,Non-def,Non-def
33,Male,Married,90000,3,4,2,MORTGAGE,8881912,DEBTCONSOLIDATION,C,12000,12.98,0,7663876,0.16%,13.00%,15,0,44,N,6,Non-def,Non-def,Non-def
33,Female,Married,90000,3,12,3,MORTGAGE,8154857,PERSONAL,A,6000,5.42,0,1607653,0.37%,7.00%,15,0,52,N,7,Non-def,Non-def,Non-def
27,Female,Married,36500,2,4,2,RENT,-,EDUCATION,B,12500,10.25,1,8039866,0.16%,34.00%,7,3,67,N,8,Non-def,Non-def,Non-def
35,Female,Married,90000,4,3,2,MORTGAGE,5870780,MEDICAL,A,14500,6.54,0,6068851,0.24%,16.00%,15,0,18,N,10,Non-def,Non-def,Non-def
32,Male,Married,90000,6,7,3,MORTGAGE,5855449,MEDICAL,B,3000,9.25,0,4933387,0.06%,3.00%,15,3,49,N,9,Non-def,Non-def,Non-def
31,Female,Married,90000,3,3,2,MORTGAGE,9541486,VENTURE,C,16500,12.61,0,1954973,0.84%,18.00%,15,2,17,N,6,Non-def,Non-def,Non-def
27,Male,Married,37440,0,7,3,RENT,-,PERSONAL,B,2800,,0,6065281,0.05%,7.00%,7,0,52,N,9,Non-def,Non-def,Non-def
29,Female,Married,40000,0,,1,RENT,-,DEBTCONSOLIDATION,A,2800,,0,5807101,0.05%,7.00%,7,3,46,N,5,Non-def,Non-def,Non-def
30,Male,Married,90000,2,14,3,MORTGAGE,4470550,VENTURE,D,9000,15.58,0,8928794,0.10%,10.00%,15,1,66,Y,6,Y,Y,Y
28,Male,Married,90000,6,12,3,MORTGAGE,6883231,EDUCATION,A,5325,7.88,0,1594038,0.33%,6.00%,15,2,39,N,10,Non-def,Non-def,Non-def
31,Male,Married,90000,6,13,3,MORTGAGE,4205814,HOMEIMPROVEMENT,B,12000,11.49,0,4196591,0.29%,13.00%,15,1,16,N,7,Non-def,Non-def,Non-def
28,Female,Married,90000,0,0,1,MORTGAGE,8192555,MEDICAL,A,15000,7.88,0,5927816,0.25%,17.00%,15,0,59,N,6,Non-def,Non-def,Non-def
28,Male,Married,90000,1,5,2,MORTGAGE,5253212,VENTURE,B,25000,11.86,0,5590512,0.45%,28.00%,15,1,36,N,6,Non-def,Non-def,Non-def
27,Male,Married,90000,0,0,1,MORTGAGE,6650456,MEDICAL,A,10000,7.14,0,8604420,0.12%,11.00%,15,1,19,N,10,Non-def,Non-def,Non-def
34,Female,Married,90000,4,19,3,MORTGAGE,8496661,DEBTCONSOLIDATION,C,5000,13.61,0,2806153,0.18%,6.00%,15,0,4,N,7,Non-def,Non-def,Non-def
31,Male,Married,36000,1,2,2,RENT,-,VENTURE,D,2800,16,1,7180609,0.04%,8.00%,7,3,30,N,9,Non-def,Non-def,Non-def
28,Female,Married,45000,5,3,2,RENT,-,EDUCATION,C,2800,,0,5685351,0.05%,6.00%,7,2,34,N,8,Non-def,Non-def,Non-def
28,Male,Married,39600,2,2,2,RENT,-,VENTURE,E,2800,16.77,1,2076472,0.13%,7.00%,7,0,10,Y,7,Y,Y,Y
27,Male,Married,90000,2,5,2,MORTGAGE,4874804,DEBTCONSOLIDATION,A,10000,7.14,0,6298269,0.16%,11.00%,15,1,38,N,5,Non-def,Non-def,Non-def
28,Female,Married,90000,4,5,2,MORTGAGE,4455890,VENTURE,D,13600,16.32,0,2316815,0.59%,15.00%,15,1,59,Y,7,N,N,Y
31,Female,Married,46080,2,3,2,RENT,-,MEDICAL,E,2800,17.56,0,8663485,0.03%,6.00%,7,3,65,N,10,Non-def,Non-def,Non-def
32,Female,Married,90000,2,2,2,MORTGAGE,8854033,PERSONAL,B,25000,11.36,0,6091250,0.41%,28.00%,15,2,46,N,9,Non-def,Non-def,Non-def
28,Female,Married,47000,3,4,2,RENT,-,PERSONAL,A,2800,6.99,0,2898719,0.10%,6.00%,7,3,54,N,7,Non-def,Non-def,Non-def
30,Male,Married,90000,1,10,3,MORTGAGE,5894016,PERSONAL,A,5000,6.76,0,3706535,0.13%,6.00%,15,1,13,N,5,Non-def,Non-def,Non-def
34,Female,Married,90000,2,5,2,MORTGAGE,5222295,PERSONAL,B,24250,10.62,0,4389086,0.55%,27.00%,15,3,7,N,7,Non-def,Non-def,Non-def
27,Male,Married,48000,0,4,2,RENT,-,MEDICAL,A,2800,7.49,0,8825998,0.03%,6.00%,7,2,45,N,5,Non-def,Non-def,Non-def
27,Female,Married,90000,4,6,3,MORTGAGE,9251639,MEDICAL,B,5500,10.25,0,4091767,0.13%,6.00%,15,1,16,N,9,Non-def,Non-def,Non-def
33,Female,Married,49548,5,6,3,RENT,-,DEBTCONSOLIDATION,C,2800,12.84,0,7623204,0.04%,6.00%,7,0,55,Y,5,N,Y,Y
28,Female,Married,78000,0,4,2,MORTGAGE,5238261,HOMEIMPROVEMENT,B,24000,10.25,1,7126769,0.34%,31.00%,15,3,40,N,8,Non-def,Non-def,Non-def
27,Female,Married,66300,2,0,1,MORTGAGE,6916532,MEDICAL,E,20000,17.56,1,1270176,1.57%,26.00%,10,0,3,N,8,Non-def,Non-def,Non-def
28,Male,Married,90000,6,12,3,MORTGAGE,9275224,EDUCATION,B,21000,11.36,0,8561289,0.25%,23.00%,15,3,30,N,8,Non-def,Non-def,Non-def
31,Male,Married,90000,2,3,2,MORTGAGE,9465912,HOMEIMPROVEMENT,C,12000,13.48,0,1489155,0.81%,13.00%,15,1,67,N,10,Non-def,Non-def,Non-def
29,Male,Married,35000,2,11,3,OWN,4913712,MEDICAL,C,4200,12.99,0,7312767,0.06%,12.00%,7,2,56,Y,7,Y,Y,Y
34,Male,Married,50000,6,2,2,RENT,-,MEDICAL,B,2800,11.86,0,3680628,0.08%,6.00%,10,3,36,N,8,Non-def,Non-def,Non-def
27,Male,Married,90000,0,5,2,MORTGAGE,8585965,VENTURE,C,12000,12.73,0,7168567,0.17%,13.00%,15,2,6,N,9,Non-def,Non-def,Non-def
27,Female,Married,35000,6,2,2,OWN,6795103,HOMEIMPROVEMENT,B,6000,11.99,0,7964410,0.08%,17.00%,7,1,70,N,10,Non-def,Non-def,Non-def
27,Female,Married,58800,5,6,3,RENT,-,HOMEIMPROVEMENT,B,2800,12.69,1,2573208,0.11%,5.00%,10,0,8,N,10,Non-def,Non-def,Non-def
34,Female,Married,35000,0,2,2,OWN,6628894,EDUCATION,C,2000,13.99,0,8251008,0.02%,6.00%,7,3,10,N,8,Non-def,Non-def,Non-def
27,Male,Married,67000,1,1,1,RENT,-,DEBTCONSOLIDATION,C,2800,13.04,0,8265630,0.03%,4.00%,10,3,65,N,10,Non-def,Non-def,Non-def
28,Female,Married,90000,6,7,3,MORTGAGE,7646455,HOMEIMPROVEMENT,E,17600,16.35,0,4565285,0.39%,20.00%,15,1,57,Y,5,N,Y,Y
33,Male,Married,90000,2,0,1,MORTGAGE,7531955,HOMEIMPROVEMENT,B,8000,12.53,0,3850345,0.21%,9.00%,15,2,29,N,7,Non-def,Non-def,Non-def
30,Male,Married,90000,5,0,1,MORTGAGE,6704618,HOMEIMPROVEMENT,C,5000,12.87,0,3980397,0.13%,6.00%,15,1,60,Y,10,Y,Y,Y
33,Female,Married,90000,5,5,2,MORTGAGE,8497749,VENTURE,A,4200,8.94,0,7134238,0.06%,5.00%,15,2,26,N,5,Non-def,Non-def,Non-def
31,Male,Married,78000,1,0,1,MORTGAGE,8105602,EDUCATION,A,5000,,1,3823645,0.13%,6.00%,15,1,2,N,5,Non-def,Non-def,Non-def
28,Male,Married,90000,2,7,3,OWN,5928186,MEDICAL,C,8400,12.87,0,8291014,0.10%,9.00%,15,0,3,N,8,Non-def,Non-def,Non-def
28,Female,Married,90000,5,12,3,MORTGAGE,4709312,HOMEIMPROVEMENT,C,12000,13.92,0,8796723,0.14%,13.00%,15,1,17,N,6,Non-def,Non-def,Non-def
27,Male,Married,90000,0,11,3,MORTGAGE,9594509,PERSONAL,A,10000,8.94,0,6561896,0.15%,11.00%,15,3,53,N,7,Non-def,Non-def,Non-def
27,Female,Married,90000,3,4,2,MORTGAGE,4287169,PERSONAL,A,15000,,0,5582519,0.27%,17.00%,15,0,52,N,6,Non-def,Non-def,Non-def
28,Female,Married,78000,0,12,3,MORTGAGE,9518410,HOMEIMPROVEMENT,B,24000,11.83,1,6487527,0.37%,31.00%,15,0,9,N,7,Non-def,Non-def,Non-def
29,Female,Married,16800,1,9,3,RENT,-,HOMEIMPROVEMENT,D,2750,14.84,1,5252153,0.05%,16.00%,5,3,18,Y,10,N,N,Y
27,Male,Married,90000,3,5,2,MORTGAGE,6513712,VENTURE,D,20500,14.96,0,2941381,0.70%,23.00%,15,1,47,Y,8,Y,Y,Y
30,Male,Married,37000,3,0,1,RENT,-,MEDICAL,B,2750,9.99,0,6246458,0.04%,7.00%,7,0,59,N,5,Non-def,Non-def,Non-def
30,Male,Married,57120,5,3,2,RENT,-,DEBTCONSOLIDATION,B,2750,10.37,0,4582506,0.06%,5.00%,10,2,55,N,5,Non-def,Non-def,Non-def
31,Female,Married,78000,5,1,1,MORTGAGE,5680150,HOMEIMPROVEMENT,C,20000,14.26,1,3726223,0.54%,26.00%,15,3,67,Y,10,N,Y,Y
27,Male,Married,90000,6,2,2,MORTGAGE,7627027,PERSONAL,E,20000,16.7,0,2583278,0.77%,22.00%,15,2,47,N,9,Non-def,Non-def,Non-def
35,Male,Married,18200,0,4,2,RENT,-,MEDICAL,B,2725,,0,6589949,0.04%,15.00%,5,0,8,N,8,Non-def,Non-def,Non-def
29,Female,Married,27000,3,2,2,RENT,-,EDUCATION,B,2725,9.63,0,5529161,0.05%,10.00%,7,3,18,N,6,Non-def,Non-def,Non-def
33,Male,Married,44000,6,3,2,RENT,-,HOMEIMPROVEMENT,B,2725,12.18,1,2994805,0.09%,6.00%,7,1,37,N,7,Non-def,Non-def,Non-def
29,Female,Married,52000,4,2,2,RENT,-,EDUCATION,C,2725,11.66,0,4926602,0.06%,5.00%,10,3,10,N,8,Non-def,Non-def,Non-def
29,Female,Married,90000,6,13,3,MORTGAGE,9366772,VENTURE,B,10000,12.21,0,8120259,0.12%,11.00%,15,2,47,N,10,Non-def,Non-def,Non-def
30,Female,Married,15000,3,6,3,RENT,-,EDUCATION,B,2700,12.69,1,5474155,0.05%,18.00%,5,2,67,N,5,Non-def,Non-def,Non-def
32,Female,Married,90000,3,8,3,MORTGAGE,6718284,HOMEIMPROVEMENT,B,25000,11.58,0,8673990,0.29%,28.00%,15,1,45,N,6,Non-def,Non-def,Non-def
30,Female,Married,90000,3,3,2,MORTGAGE,6790440,EDUCATION,B,13000,11.89,0,1891345,0.69%,14.00%,15,3,12,N,10,Non-def,Non-def,Non-def
31,Female,Married,90000,3,15,3,MORTGAGE,5289412,EDUCATION,C,10000,12.53,0,5338931,0.19%,11.00%,15,3,6,N,8,Non-def,Non-def,Non-def
30,Female,Married,15000,4,,1,RENT,-,HOMEIMPROVEMENT,A,2700,7.29,1,4728498,0.06%,18.00%,5,0,18,N,5,Non-def,Non-def,Non-def
35,Male,Married,90000,5,9,3,MORTGAGE,5018035,HOMEIMPROVEMENT,C,20000,12.53,0,5749919,0.35%,22.00%,15,1,70,N,5,Non-def,Non-def,Non-def
28,Female,Married,66300,3,11,3,MORTGAGE,4051983,MEDICAL,D,12000,14.11,1,2476384,0.48%,15.00%,10,2,2,N,6,Non-def,Non-def,Non-def
28,Male,Married,78000,5,11,3,MORTGAGE,8246690,DEBTCONSOLIDATION,E,12000,16.95,1,3778318,0.32%,15.00%,15,3,1,Y,7,Y,Y,Y
33,Male,Married,18000,3,0,1,RENT,-,VENTURE,C,2700,12.61,0,3603221,0.07%,15.00%,5,1,44,Y,9,N,N,Y
28,Female,Married,90000,0,9,3,MORTGAGE,6456047,DEBTCONSOLIDATION,A,4000,8,0,4999548,0.08%,4.00%,15,3,35,N,6,Non-def,Non-def,Non-def
29,Male,Married,78000,0,7,3,MORTGAGE,8659829,HOMEIMPROVEMENT,A,18000,9.38,1,7969035,0.23%,23.00%,15,2,64,N,6,Non-def,Non-def,Non-def
30,Male,Married,90000,1,5,2,MORTGAGE,5275589,PERSONAL,B,7500,10.71,0,3033352,0.25%,8.00%,15,2,28,N,5,Non-def,Non-def,Non-def
30,Female,Married,90000,0,8,3,MORTGAGE,7780048,EDUCATION,E,20000,14.82,0,8006862,0.25%,22.00%,15,0,11,Y,8,N,Y,Y
30,Male,Married,90000,1,7,3,MORTGAGE,7198842,EDUCATION,A,10000,8.63,0,3331091,0.30%,11.00%,15,0,15,N,5,Non-def,Non-def,Non-def
28,Male,Married,90000,2,7,3,MORTGAGE,6097750,EDUCATION,A,12000,8.32,0,6492592,0.18%,13.00%,15,1,35,N,8,Non-def,Non-def,Non-def
33,Male,Married,90000,3,5,2,MORTGAGE,5913741,EDUCATION,C,22000,11.03,0,2010387,1.09%,24.00%,15,1,70,N,5,Non-def,Non-def,Non-def
31,Female,Married,35004,2,2,2,RENT,-,EDUCATION,C,2700,13.49,0,7005522,0.04%,8.00%,7,2,67,N,5,Non-def,Non-def,Non-def
29,Female,Married,40560,2,4,2,RENT,-,EDUCATION,B,2700,10,0,3544328,0.08%,7.00%,7,0,68,N,8,Non-def,Non-def,Non-def
28,Male,Married,90080,4,9,3,MORTGAGE,8506471,MEDICAL,A,5500,7.49,0,2221492,0.25%,6.00%,15,1,32,N,7,Non-def,Non-def,Non-def
30,Male,Married,78111,3,5,2,MORTGAGE,6988770,PERSONAL,A,25000,7.51,1,4868478,0.51%,32.00%,15,2,20,N,7,Non-def,Non-def,Non-def
29,Female,Married,40800,5,,1,RENT,-,VENTURE,B,2700,11.71,0,7084622,0.04%,7.00%,7,3,63,N,7,Non-def,Non-def,Non-def
27,Female,Married,78300,1,11,3,MORTGAGE,8115697,HOMEIMPROVEMENT,B,9000,,1,6338855,0.14%,11.00%,15,3,33,N,5,Non-def,Non-def,Non-def
32,Male,Married,90301,3,2,2,MORTGAGE,9419459,VENTURE,C,15000,13.47,0,2184991,0.69%,17.00%,15,2,24,Y,6,N,Y,Y
31,Female,Married,78305,4,8,3,MORTGAGE,6575839,PERSONAL,D,10000,14.59,1,2840236,0.35%,13.00%,15,2,48,Y,7,Y,Y,Y
31,Male,Married,90400,5,9,3,MORTGAGE,8011526,MEDICAL,B,9500,10.37,0,5636890,0.17%,11.00%,15,2,46,N,6,Non-def,Non-def,Non-def
27,Female,Married,45000,1,2,2,RENT,-,PERSONAL,B,2700,9.91,0,2232122,0.12%,6.00%,7,2,40,N,6,Non-def,Non-def,Non-def
28,Female,Married,90522,5,4,2,MORTGAGE,8726298,DEBTCONSOLIDATION,A,12000,6.91,0,4413845,0.27%,13.00%,15,2,63,N,9,Non-def,Non-def,Non-def
34,Female,Married,90636,1,4,2,MORTGAGE,4403619,EDUCATION,C,17000,13.85,0,4515681,0.38%,19.00%,15,2,11,Y,5,N,Y,Y
28,Male,Married,90700,2,11,3,MORTGAGE,4653921,HOMEIMPROVEMENT,A,20000,6.91,0,7121169,0.28%,22.00%,15,0,2,N,8,Non-def,Non-def,Non-def
28,Male,Married,90722,0,7,3,MORTGAGE,6444985,HOMEIMPROVEMENT,B,18000,10.99,0,1481584,1.21%,20.00%,15,3,21,N,5,Non-def,Non-def,Non-def
30,Male,Married,90722,5,6,3,MORTGAGE,8157486,VENTURE,A,10000,6.91,0,2206559,0.45%,11.00%,15,3,68,N,8,Non-def,Non-def,Non-def
30,Female,Married,91000,0,9,3,MORTGAGE,5790231,DEBTCONSOLIDATION,B,18500,12.42,0,3054586,0.61%,20.00%,15,1,10,N,7,Non-def,Non-def,Non-def
30,Female,Married,91000,3,7,3,MORTGAGE,4316142,EDUCATION,A,33950,7.9,0,5736704,0.59%,37.00%,15,1,10,N,7,Non-def,Non-def,Non-def
30,Female,Married,91000,5,14,3,MORTGAGE,8337369,VENTURE,B,13600,12.42,0,8915188,0.15%,15.00%,15,3,10,N,7,Non-def,Non-def,Non-def
27,Female,Married,91000,2,2,2,MORTGAGE,7267232,PERSONAL,A,11525,7.49,0,2832086,0.41%,13.00%,15,0,68,N,7,Non-def,Non-def,Non-def
28,Male,Married,91000,4,11,3,OWN,8091628,VENTURE,A,7000,6.99,0,3074657,0.23%,8.00%,15,1,65,N,6,Non-def,Non-def,Non-def
35,Female,Married,91000,2,6,3,OWN,9933615,VENTURE,B,5600,10.99,0,2654596,0.21%,6.00%,15,0,61,N,8,Non-def,Non-def,Non-def
27,Male,Married,91000,4,2,2,MORTGAGE,5189976,HOMEIMPROVEMENT,A,3000,5.99,0,7993323,0.04%,3.00%,15,3,7,N,8,Non-def,Non-def,Non-def
31,Male,Married,10000,6,15,3,RENT,-,DEBTCONSOLIDATION,A,2650,7.4,1,1074317,0.25%,27.00%,5,0,2,N,9,Non-def,Non-def,Non-def
35,Female,Married,91000,2,14,3,MORTGAGE,6460871,EDUCATION,A,4000,7.29,0,8938670,0.04%,4.00%,15,0,64,N,9,Non-def,Non-def,Non-def
28,Male,Married,91000,0,12,3,MORTGAGE,5320746,MEDICAL,C,21000,13.35,0,3555740,0.59%,23.00%,15,2,59,Y,6,N,N,Y
34,Female,Married,91000,0,19,3,MORTGAGE,6689465,VENTURE,B,15000,,0,6782127,0.22%,16.00%,15,2,51,N,10,Non-def,Non-def,Non-def
28,Male,Married,48000,4,1,1,RENT,-,VENTURE,B,2650,11.26,0,6376577,0.04%,6.00%,7,3,51,N,6,Non-def,Non-def,Non-def
27,Female,Married,91000,1,5,2,MORTGAGE,4429616,DEBTCONSOLIDATION,A,14700,7.88,0,1961045,0.75%,16.00%,15,3,54,N,6,Non-def,Non-def,Non-def
28,Female,Married,91000,6,6,3,MORTGAGE,9370290,PERSONAL,B,15000,9.88,0,4631108,0.32%,16.00%,15,3,33,N,9,Non-def,Non-def,Non-def
29,Male,Married,15000,2,,1,RENT,-,DEBTCONSOLIDATION,D,2600,16.29,1,3191236,0.08%,17.00%,5,0,41,N,10,Non-def,Non-def,Non-def
35,Male,Married,91000,0,0,1,OWN,7605376,EDUCATION,A,10000,8.59,0,5342629,0.19%,11.00%,15,2,38,N,9,Non-def,Non-def,Non-def
32,Female,Married,67150,2,4,2,MORTGAGE,8321630,MEDICAL,D,13000,16,1,7430189,0.17%,16.00%,10,1,10,Y,6,Y,Y,Y
29,Female,Married,91080,5,4,2,MORTGAGE,9935912,HOMEIMPROVEMENT,D,15600,15.7,0,2236483,0.70%,17.00%,15,3,45,N,9,Non-def,Non-def,Non-def
31,Male,Married,28000,4,1,1,RENT,-,MEDICAL,B,2600,10.08,0,3446329,0.08%,9.00%,7,2,5,N,7,Non-def,Non-def,Non-def
29,Female,Married,91200,4,13,3,MORTGAGE,5257330,PERSONAL,B,2000,11.49,0,6981819,0.03%,2.00%,15,1,3,N,8,Non-def,Non-def,Non-def
30,Female,Married,79200,0,10,3,MORTGAGE,7192102,EDUCATION,A,9000,8.49,1,4971433,0.18%,11.00%,15,2,8,N,8,Non-def,Non-def,Non-def
27,Female,Married,30996,5,1,1,RENT,-,HOMEIMPROVEMENT,D,2600,14.74,1,1612880,0.16%,8.00%,7,0,11,N,5,Non-def,Non-def,Non-def
33,Female,Married,79200,0,3,2,MORTGAGE,5477599,HOMEIMPROVEMENT,D,25000,15.58,1,4876604,0.51%,32.00%,15,3,29,N,5,Non-def,Non-def,Non-def
28,Male,Married,32000,1,0,1,RENT,-,DEBTCONSOLIDATION,C,2600,13.49,0,7127622,0.04%,8.00%,7,2,12,N,8,Non-def,Non-def,Non-def
27,Female,Married,91224,3,6,3,MORTGAGE,9107577,MEDICAL,A,15000,7.88,0,8114720,0.18%,16.00%,15,3,63,N,10,Non-def,Non-def,Non-def
30,Female,Married,37000,6,2,2,RENT,-,EDUCATION,B,2600,9.25,0,1598781,0.16%,7.00%,7,3,34,N,7,Non-def,Non-def,Non-def
33,Male,Married,91384,4,17,3,MORTGAGE,4863081,EDUCATION,B,1600,10.25,0,3915428,0.04%,2.00%,15,1,18,N,5,Non-def,Non-def,Non-def
32,Male,Married,32000,2,1,1,RENT,-,VENTURE,E,2600,,1,7301051,0.04%,8.00%,7,1,65,N,6,Non-def,Non-def,Non-def
28,Female,Married,34000,6,0,1,RENT,-,PERSONAL,D,2600,15.62,1,6117934,0.04%,8.00%,7,1,54,N,9,Non-def,Non-def,Non-def
34,Female,Married,35000,6,18,3,OWN,6226986,VENTURE,B,3000,10.62,0,1671183,0.18%,9.00%,7,3,36,N,8,Non-def,Non-def,Non-def
35,Male,Married,40792,5,2,2,RENT,-,VENTURE,B,2600,12.53,0,6689632,0.04%,6.00%,7,0,47,N,9,Non-def,Non-def,Non-def
29,Female,Married,91560,3,8,3,MORTGAGE,7823295,DEBTCONSOLIDATION,A,22000,6.91,0,6023507,0.37%,24.00%,15,0,8,N,8,Non-def,Non-def,Non-def
30,Male,Married,91644,5,14,3,MORTGAGE,4293368,VENTURE,C,5000,11.03,0,7480274,0.07%,5.00%,15,0,36,Y,7,Y,Y,Y
35,Female,Married,38420,5,0,1,RENT,-,EDUCATION,C,2575,15.96,1,3751747,0.07%,7.00%,7,3,56,Y,7,N,N,Y
29,Male,Married,92000,4,2,2,MORTGAGE,5534401,EDUCATION,E,25000,19.42,0,6404420,0.39%,27.00%,15,2,61,N,8,Non-def,Non-def,Non-def
31,Female,Married,92000,0,6,3,MORTGAGE,5537920,VENTURE,A,6000,,0,1243696,0.48%,7.00%,15,3,21,N,8,Non-def,Non-def,Non-def
27,Female,Married,25200,5,0,1,RENT,-,VENTURE,C,2550,14.27,0,2903060,0.09%,10.00%,7,2,60,N,5,Non-def,Non-def,Non-def
29,Male,Married,92000,3,4,2,MORTGAGE,8532044,HOMEIMPROVEMENT,A,14000,6.03,0,2506861,0.56%,15.00%,15,1,51,N,8,Non-def,Non-def,Non-def
29,Male,Married,35000,4,0,1,OWN,5075594,VENTURE,C,10000,12.87,0,7445140,0.13%,29.00%,7,0,63,Y,8,N,Y,Y
31,Female,Married,66000,1,9,3,RENT,-,HOMEIMPROVEMENT,B,2550,11.36,0,6627290,0.04%,4.00%,10,1,63,N,10,Non-def,Non-def,Non-def
34,Male,Married,27000,3,3,2,RENT,-,VENTURE,B,2525,12.21,0,7559788,0.03%,9.00%,7,1,52,N,7,Non-def,Non-def,Non-def
30,Male,Married,92000,2,9,3,MORTGAGE,6173380,VENTURE,A,5000,,0,1692172,0.30%,5.00%,15,1,48,N,10,Non-def,Non-def,Non-def
28,Male,Married,92000,6,0,1,MORTGAGE,7392235,EDUCATION,C,6000,,0,7541042,0.08%,7.00%,15,1,28,N,7,Non-def,Non-def,Non-def
31,Male,Married,40500,1,0,1,RENT,-,MEDICAL,C,12500,13.61,1,3542014,0.35%,31.00%,7,2,8,N,7,Non-def,Non-def,Non-def
35,Male,Married,92000,4,11,3,MORTGAGE,6213133,VENTURE,A,12000,6.99,0,6591770,0.18%,13.00%,15,1,2,N,8,Non-def,Non-def,Non-def
29,Male,Married,92000,5,3,2,MORTGAGE,9470025,VENTURE,B,24000,11.49,0,4650633,0.52%,26.00%,15,0,27,N,7,Non-def,Non-def,Non-def
29,Female,Married,92000,4,8,3,MORTGAGE,6884033,HOMEIMPROVEMENT,A,12000,6.62,0,6295813,0.19%,13.00%,15,1,68,N,6,Non-def,Non-def,Non-def
31,Female,Married,42096,2,15,3,RENT,-,PERSONAL,B,12500,11.11,0,1882223,0.66%,30.00%,7,2,15,N,5,Non-def,Non-def,Non-def
35,Female,Married,92000,0,19,3,MORTGAGE,4940721,MEDICAL,A,14400,6.99,0,8982850,0.16%,16.00%,15,1,20,N,10,Non-def,Non-def,Non-def
32,Male,Married,92000,2,1,1,MORTGAGE,7102318,EDUCATION,B,5000,,0,4141486,0.12%,5.00%,15,1,9,N,8,Non-def,Non-def,Non-def
31,Female,Married,92000,5,2,2,MORTGAGE,8404611,HOMEIMPROVEMENT,A,3500,5.79,0,6378374,0.05%,4.00%,15,2,0,N,6,Non-def,Non-def,Non-def
29,Female,Married,92000,6,3,2,MORTGAGE,9792363,HOMEIMPROVEMENT,A,11200,,0,3871295,0.29%,12.00%,15,1,27,N,5,Non-def,Non-def,Non-def
34,Female,Married,14400,1,2,2,RENT,-,PERSONAL,B,2500,10,1,2082233,0.12%,17.00%,5,0,41,N,5,Non-def,Non-def,Non-def
34,Female,Married,92000,5,14,3,MORTGAGE,4140707,HOMEIMPROVEMENT,B,16000,11.11,0,7307801,0.22%,17.00%,15,2,33,N,7,Non-def,Non-def,Non-def
33,Female,Married,92000,3,8,3,MORTGAGE,9940877,EDUCATION,C,20000,13.06,0,5889528,0.34%,22.00%,15,3,51,N,10,Non-def,Non-def,Non-def
33,Female,Married,92000,1,18,3,MORTGAGE,8580550,PERSONAL,A,12000,5.79,0,4615768,0.26%,13.00%,15,1,18,N,5,Non-def,Non-def,Non-def
28,Female,Married,92000,2,11,3,MORTGAGE,6382599,EDUCATION,F,25000,19.29,0,2887192,0.87%,27.00%,15,1,33,Y,9,N,Y,Y
27,Male,Married,14400,6,3,2,RENT,-,EDUCATION,F,2500,18.3,1,3110292,0.08%,17.00%,5,2,38,N,7,Non-def,Non-def,Non-def
31,Male,Married,92000,0,10,3,MORTGAGE,9337092,EDUCATION,B,6000,11.86,0,5270823,0.11%,7.00%,15,0,58,N,9,Non-def,Non-def,Non-def
28,Female,Married,92000,0,5,2,MORTGAGE,7478025,VENTURE,A,6000,6.76,0,6467889,0.09%,7.00%,15,3,11,N,9,Non-def,Non-def,Non-def
34,Female,Married,92000,5,5,2,MORTGAGE,8010736,MEDICAL,A,10000,7.51,0,3707165,0.27%,11.00%,15,3,19,N,10,Non-def,Non-def,Non-def
28,Female,Married,68000,2,12,3,MORTGAGE,8939860,MEDICAL,F,24500,18.3,1,7350419,0.33%,31.00%,10,1,67,Y,6,N,N,Y
29,Female,Married,92000,5,6,3,MORTGAGE,9216604,EDUCATION,B,24000,,0,4924435,0.49%,26.00%,15,1,18,N,6,Non-def,Non-def,Non-def
27,Female,Married,92000,5,11,3,MORTGAGE,8929904,EDUCATION,B,18000,11.48,0,2974086,0.61%,20.00%,15,1,46,N,7,Non-def,Non-def,Non-def
29,Male,Married,92000,1,8,3,MORTGAGE,5089035,PERSONAL,B,10000,11.26,0,5477313,0.18%,11.00%,15,0,42,N,9,Non-def,Non-def,Non-def
34,Male,Married,92000,0,1,1,MORTGAGE,7038548,PERSONAL,A,9000,9.63,0,2941580,0.31%,10.00%,15,1,43,N,8,Non-def,Non-def,Non-def
29,Female,Married,15889,0,,1,RENT,-,HOMEIMPROVEMENT,A,2500,6.62,1,2954941,0.08%,16.00%,5,1,27,N,9,Non-def,Non-def,Non-def
28,Female,Married,16560,3,,1,RENT,-,PERSONAL,A,2500,6.99,0,8885765,0.03%,15.00%,5,1,56,N,10,Non-def,Non-def,Non-def
